text,quality,delivery
"Sort of okay, I guess. The good:It arrived on timeIt's functionalThe bad:The ends were very tricky to screw on. I ended up having to use scissors to ship away at the bar in order to get the ends on. High maintenance!Also, the ends are really bulky and a very lumpy under clothing. No reason to have them that large.But - this is a hard item to find, so I at least appreciate that I have what I needed.Hope this helps.",neg,pos
"Wrong item sent.. I got the shippment quickly. But wrong items was sent. I have to return it to the seller. I got the refund pretty quick, but only for the value of product. I spent about &10 for two way shipping without geting anything.",neg,neg
"unsatisfied. The book was advertised to be in good or okay condition but it was water damaged, therefore i was not able to sell the book back.",neg,neg
I wouldn't buy this again. I have this for my 12 month old son. It is not sturdy at all. Don't buy this with the idea that it will help balance your child and assist in walking. It is so flimsy that it tips over anytime my son tries to pull himself up.The only thing he liked about it is the plastic envelopes that he could remove. He lost interest in this toy in about a week.,neg,neg
D Nealian Handwriting. This new book arrived on time. My only problem was that I had to pay full retail price.,neg,pos
"Simply Dreadful. Just terrible! Although her voice has mellowed and is quite beautiful, Ms Te Kanawa has absolutely no instinct or feel for this distinctly American music. She's just lost in her own peculiar Kiwi wonderland. She is not aided but what have to be some of the worst arrangements of this music ever recorded.Her version of ""What'll I do"" alone earns her a place on the top ten list of abominable recordings of American music.",neg,neg
ANOTHER HARRY POTTER WINNER. THE DVD IS GREAT. IT ARRIVED QUICKLY WITHOUT A SCRATCH. I WAS VERY HAPPY WITH PURCHASE.,pos,pos
"Happy Halloween reading bundle. Yep, me again...made a Halloween book bundle gift and this was one of books I purchased. Receiver of gift was very happy so thats all that matters. I cant comment on if the book is an enjoyable read, but it arrived quickly & made someone happy.",pos,pos
"ITEM WAS DELIVERED AS PROMISED However the unit itself failed later. My item was delivered as promised, on time and undamaged. I experienced no issues at all with the ordering or shipping process.The unit itself burned out after a few months of use. I never cranked the radio or listened to it at an uncomfortable level. I smelled something burning and then the speaker stopped working. This was the 2nd LA360 I had. The first one burned up after 4 months.",neg,neg
"Amazon was Great w/ Quick Shipment and Customer Service!. Ordered these from Amazon received W/I 3-4 days. Came factory sealed. However, package contained two front mounts not one front / one rear. This is not Amazon's fault however, Amazon Customer Service was Great! They apologized even though they weren't at fault. They immediately sent a replacement free of charge! Received that W/I 3 days. Had the mounts and a scope mounted by a gunstore dept. employee. Shot my rifle on two different occasions and two screws came out of two top rings of the mount. Don't know if it's due to the employee not tightening the screws enough or if the screws are not long enough. There are no nuts or anything to tighten the screws. This is only reason for four stars. No big deal. However, Kudos to Amazon! Should also mention that I reported the original incident to Weaver and it took a week for them to respond however, they would have made good on replacing the item also.",pos,neg
ripoff. this company sent me this already been opened and used returned toy.battery inside seeping acid and I dont think they even come with the batterys.once again dumping damaged inventory on unsuspecting customers.hopeing they dont have time to return it like me. Right in to the trash. thank you amozon.com for protecting your valuable customers.,neg,neg
"Silky and Smooth!. The Look of Love is one romantic journey! I loved her smooth jazzy sounds on all of the tracks. I really have to differ with the reviewer who said that her rendition of the Spanish song, Besame Mucho was not up to par. I completely disagree as I found that song incredibly sensuous. All ten tracks were so silky and smoooooth!! Krall has the ability to transform any song to a lavish delight. I not only found Besame Mucho one of my favorite tracks, but also her rendition of the Bachrach song, The Look of Love.Put this CD on for a night of romance with your significant other and get lost in each other!",pos,neg
"My mothers happy I'm happy. My mother told me the bible she was using for church was too big and heavy. After I hung up with her I went on line to research a new lighter bible and decided on this one. It arrived quickly and my mother loved it. Not only is it very light, but easy to read. She's happy and I'm happy.",pos,pos
"god awful. Hunter Thompson's brillance is lost in this terrible adapation. Problem is that the book is largely composed of internal dialogue which is too difficult to turn into cinema.Nice try, but no thanks!",neg,neg
"""Chiefs"" DVD. The seller was upset that I gave a negative review. I, as the consumer, was upset that the product was not as advertised. I cannot with a clear conscience give a better review. When someone sells something I expect that it is in working order as advertised. He should have inspected it to make sure it was not defective. The DVD did not play on my player or on my computer. I wanted so badly for it to play that I gave it every effort. The picture was not clear and my computer said the DVD was damaged/defective.",neg,neg
"As Cool As the Game... Maybe.. If you've played the games, then you are familiar with the story. The anime is about as good a representation as you can hope for. The story in the game is pretty complex, and the anime stays pretty true to it. There is a lot of stuff to cover and it is hard to do it in 13 episodes. We do get a little information about Shion's past, and the whole thing with Jr. and Albedo. So the animation explains the basics. I think it should have been longer though. All in all I really like this series. The animation in and voice actors are all good. The soundtrack is good too. The quality of the game is definitely not lost in this animation. Like I said before they should have made it longer, it's an unfinished piece of work. It could have an epic feel like the game did if they made another season. Even as it stands, Xenosaga is a good anime that is worth watching.",pos,neg
"Absolutely Terrible. This movie is absolutely terrible. The worst one they have made so far. ***Spoiler Alert*** The wedding scene is brutal, the honeymoon scene is weird, the birth scene is grotesque, and the werewolf council is laughable. Not that this movie storyline is believable, but getting lost in this story is not even an option (and I think it was in the previous movies). They have a chance for redemption in Part II, lets see if it comes to be.",neg,neg
"I Can't believe I waited months for this!. I have waited for this oft delayed game for many moons. I would check the gaming sites for the latest news about a release date. I pre-ordered to get it sooner. What a disappointment! EA really dropped the ball on this one. I didn't think they could make a game worse than ""Pacific Assault"" but they did. It runs like crap on my computer that has a Pentium 4 duo-core, 2 full megs of RAM and a brand new GeForce 8600 GTS card. I set the video card and game to the lowest levels and it plays passably. I can't tell if the gameplay just sucks or if it's just running like crap. It looks like hell on these settings.The Game will not save checkpoints-My control settings mysteriously switch themselves around-I have not even been through ten minutes of the first level before I'm fiddling with the settings trying to squeeze some performance from the game-or I give up in frustration.Save your money-EA laid a rotten egg on this one",neg,neg
"Nice Effort. I really like this one from Julian, though I dont think its his best. Some really nice songs on here. Saltwater got a lot of airplay, and Take Me Home is one I couldnt stop playing. Beautifully done. Also Listen is a great tune. Its a shame Julian lost interest in music after this release, we would have to wait 7 years for another album.",pos,neg
"One of my all-time favorites. This movie is not for everyone, but I love the absurd humor. Every character in it is irrational in some way. Where films today would probably mock the characters in a mean way, this film has more of a sad and sweet acceptance of their eccentricities. It respects the courage of human beings who have obviously been damaged by the hardships of life but still continue to muddle through. Just like real life.",pos,neg
"A stunning experience. The combination of Nicolas Roeg's vision, John Barry's resonantly beautiful soundtrack and Jenny Agutter's wonderfully sincere performance combine to impress a stunning, not to be forgotten experience. The last scene in the apartment with Agutter's character lost in remembrance and then the words of A.E. Housman's 'A Shropshire Lad' Poem XL place the film in perfect context--'The happy highways where I went and cannot come again'. Savor this experience.",pos,neg
Very good!. I ordered this a few weeks ago for college and its great! It was shipped quickly and it was the cheapest out of all the places I looked at it. I use it everyday and have had zero problems with it!,pos,pos
"Poor customer service. I have no idea whether the product is any good, because I never received it. It took Webtreo several days to respond when I emailed them that the battery had not arrived by the end of the scheduled delivery period. They did say they would ship another battery. That second shipment never arrived. The first one did, finally, a couple of weeks later (I know it was the first one because of an ID number on the shipping label supplied by Webtreo after my original order). However, it was the wrong battery. The shipping list in the package had the right battery listed, but the battery did not fit my phone and information on the battery itself identified it as a different battery. Webtreo never responded to my email about sending the wrong battery. Amazon, however, did refund my money.",neg,neg
"never got my package; you still have my money!. I am relatively new to buying items on amazon, so it is very frustrating to both not receive a package and not know how to contact a seller because the original email was lost. Amazon didn't provide any contact for this seller, so i was stuck having paid for a package that never arrived. since i can't give less than 1 star, 1 is what you get.",neg,neg
I will never finish this book. I was disappointed when the publication date of this long awaited book was delayed. I am now sorry that I ever bought it. I have read all of Tom Clancy's books but this one. I have had it for over a month and am on page 100. It is filled with rambling drival. Jack Ryan shouldn't have run for reelection. I do not think that I will ever buy a hardback of a new Clancy again. Paperbacks will have to come from the half price store. This appears to be the sad end of a brilliant writing career.,neg,neg
"Dreamcatcher--more of a nightmare. This books starts well but ends with a fizzle. Stephen King obviously lost interest in the book. This book doesn't begin to compare with Hearts in Atlantis or Bag of Bones. If I didn't know better, I would think it was written by someone else. I wouldn't recommend this profane, grotesque, absurd story to anyone. If you have read or listened to the excerpts, you've heard the best parts of the book. I lent the audiobook to two friends (Stephen King fans) and they each gave up listening after two tapes. Yes, it's that bad.",neg,neg
A bit expensive but worth it.. My wife and I have been through several food choppers that cost less but this one works far better than cheaper units. It's three blade design chops food more quickly than the two blade units. It is mostly dishwasher safe which was not the case with our other choppers. I should also mention that the product arrived on time and in good condition.,pos,pos
"bad. I'm a big fan of Jennifer Jason Leigh, but this movie was SOOOOOO SLOOOOOWWW. I can't believe that everyone who read the script didn't fall asleep before finishing it. The story could have literally been told in 10 minutes!! And they drag it over 2 hours!! And the direction is so labored. I ended up fast-forwarding through most of it, and it STILL took too long to end. This may be the slowest movie I've ever seen in my life.",neg,neg
"Busted. After weeks of changing speakers, messing with settings, and swapping devices, I've decided that this cable was damaged in transit, or was junk to begin with. When using this cable I only receive sound from my left channel, while my PS3, which uses a different cable, delivers to all channels. It's too late now to return, and for $.90 it isn't worth the hassle.",neg,neg
"poor quality control. I have ordered two of these calipers, but not intentionally: the first was damaged, so I returned it and ordered another. Guess what? The second one was damaged, too.The first had a cracked shaft (the shaft is what the piece with the LCD slides along), and the second has a bent shaft. I unfortunately waited too long (> 30 days) to return the bent one, so I guess I'm stuck with it. You pretty much get what you pay for here: a cheap way to pretty accurately measure stuff. For most of my needs, even with the inaccuracy from the bent shaft, it'll probably do fine. It does irk me that both were damaged, however, so I'm dinging it a few stars.",neg,neg
"Missing Parts / Wrong Size. The blocks arrived quickly, but there were NO U-BOLTS, nuts, or washers with them, even though the packaging said they were included in the kit. I was also sent 3"" blocks instead of the 2"" I ordered. The lack of u-bolts doesn't disappoint me too much because chances are they would have been the wrong size anyway. For the price it wouldn't be a bad deal, if the blocks were the right size. The packaging is fairly cheap, formed clear plastic stapled to a cardboard back. I can see the nuts falling out, but the u-bolts? Other information on the box that should be with the product description: Vehicle MUST have at least 2 3/16"" wide and 4 7/8"" long spring plate (which seems to be the size of the blocks). Leaf springs MUST be 2"" wide (shouldn't be an issue unless you own an older jeep).",neg,pos
"Just the perfect thing.. I only use these during the winter, but they are so wonderful for warm winter drinks. Hot chocolate with whipped cream, hot apple cider with a cinnamon stick, hot buttered rum, mulled wine, homemade egg nog. Mmmmm.When I received these I promptly dropped one on the tile from about five feet. It damaged my foot on the bounce more than it was damaged. Actually, it was completely fine - not a single chip. Big, thick, durable - everything they should be.",pos,neg
"Overlock foot. I got these super fast, I haven't use them yet.. But a girl can't have to many pressure feet. Can she?",pos,pos
No good.. This product was received having a slow leak ..box was received damaged. .. Daughter went to bed at morning we discovered her in the middle (sinked).... I would not recommend......,neg,neg
Great movie. Great 3D movie if you like nature shows. My only complaint is that it is way to short.Shipped fast and packaged well.,pos,pos
".. Product arrived so long after purchase that I assumed it had been lost in the mail; at least three weeks elapsed between purchase and my receipt of the item. When it finally did arrive, the product was not as described; it had so many deep, visible scratches that it won't play at all in most CD players. If it does play, it skips uncontrollably every 4-6 seconds, halts, repeats, and is generally unlistenable. Don't get me wrong, I love Elliott Smith, but I would NEVER buy from this seller again",neg,neg
"Book never shipped. My poor baby...2 months and still no stories. The vendor has delayed shipping the item 3 times now, and I finally cancelled the order...Do not order this book, although the book may be great, you will never know, as the publisher will keep delaying publication while it collects your money and waits for enough money to make money....Amazon is also no help in this matter, I am going to Barnes and Noble or Borders, this is Bullsh$%!",neg,neg
This movie SUCKS. Some business tycoon creates an elaborate plan to kill everyone on Halloween through subliminal messages on tv and covers up by sending a bunch of goons in suits to kill people from a convention who know too much. A great idea is lost in the sick gore and the horrible special effects. Ends up being a waste of time. BOO!,neg,neg
"mistake.. Buying this dresser was a mistake. My husband + I are expecting our first baby in 6 weeks and bought this dresser for the nursery. It arrived with significant damage (as if pieces had been dropped) though the packaging was perfect -- as if it passed inspection with broken components.So we called customer service and had new pieces sent to us, but it took several days and meanwhile, we have an un-assembled dresser in our nursery for over a week. Tonight we finally received the replacements and as we are putting it together, we're noticing all kinds of things. Water damage on almost every drawer, the holes for screws aren't near large enough so we had to drill new ones, and more pieces that were damaged.At this point, we're assembling the stupid thing because Christmas is next week and we need this nursery done before our son arrives. But the front of our dresser will be missing paint, have water damage, and have noticeable dings.Next time we'll just go with IKEA :(",neg,neg
"Bad, very, very bad.. This looked on its face like a promising movie. Jack Nicholson, Benecio del Toro, Robin Wright Penn, should be good, if not for plot for acting, right? Oh so wrong. Benecio del Toro did a fabulous job as a developmentally delayed man acccused of a horrific crime, but his performance is the only bright spot in this blight of a film. His performance was not enough to rescue the film from a frustrating plot line, Jack Nicholson wandering around for half of the movie looking confused, and some continually convoluted reference to the ""real killer"" somehow involving hedgehogs. In summary, find a different movie for movie night, this one is waste of time.",neg,neg
Great book. This book was just as advertized it has all Poe's writtings in it.It arrived on time and was in excellent shape.Very pleased with my purchase.It was exactly what I wanted in this book,pos,pos
"Terrible Experience. After buying this DVD player, I went to Best Buy and bought brand new DVD's-not used ones. I put the disc in and it would. not. play. Toshiba customer service (ha! I can't believe those people get paid to be so stupid) blamed it on dirty DVD's. Not the case here. I took the player back to where I bought it and exchanged it for another one. Got it home, got it hooked up (which took forever because I'm a little dense when it comes to these things), and it still would not play. Took this one back, got my money back, and am going to buy a Panasonic this time, even though I'm a little scared to because I'm having such bad experiences.",neg,neg
"disapointing. I read this book first and then reda spark's other book, Message in a Bottle, and the two hardly compare. The ending really got slow and I lost interest. The way the book anded really just brought down what I thought of the book. But the search for true love rings aloud over the whole book so that made it tolerable.",neg,neg
tv series ncis third searon. NCIS Naval Criminal Investigative Service - The Complete Third SeasonVery good quality. Fast shipping.,pos,pos
"Another Mediocre Mass Market Horror Film. This one is a disappointment. I was looking forward to a modern variation on the atypical ""teens lost in the woods"" film popularized in the 1970s. Instead, the film turned out to be another ""assembly line"" horror film consistant with much of what Hollywood is turning out these days with regard to horror films. The acting is competent, the story is a standard cookie-cutter trek through the woods with a bunch of terrorized kids. Nothing original here -- and no surprises, although the make-up by Stan Winston is noteworthy. I wouldn't recommend this as anything more, than probably a rental on a night when there isn't anything better on the tube.",neg,neg
"Quick delivery. Delighted to see that a product was available to purchase to make Treacle Tarts. Quick delivery, well packaged. Will play Chitty Chitty Bang Bang while eating!",pos,pos
"Hollywood by Gore Vidal. With an absolute grip on detail, Gore Vidal describes an era: the presidencies of Woodrow Wilson and Warren Harding. Vidal's storytelling skills are venerable, however, the text often reads like a stream of consciousness rather than one marked by satisfying conclusions on his characters' actions. Rather than being swept up in the narrative, I kept getting lost in the vast number of characters introduced. Vidal's incisive wit seems to have been tempered by age to the point of blandness at times.. Hearst, Hollywood, Franklin and Eleanor Roosevelt drift through the pages without bringing impact to the story.I still love anything Vidal writes, but this book disappointed me.Judith ClancyKyoto, Japan",neg,neg
"Good Rice, Poor Construction & Warranty. I agree with all the positive reviews regarding the quality of the rice, but I have to give this rice cooker 2 stars on the basis of its poor quality of construction. We've had this cooker for 5 months. The removable inner lid was recently dropped from a height of < 4feet. This short drop resulted in one of the tabs breaking off the inner lid. Since it was so new, I figured it would be under warranty, but Zojirushi said this wasn't covered and I had to pay for a new part ($15 with slow shipping, 10 days). I expected either better construction or better warranty coverage from a $155 rice cooker. (Now, effectively a $170 rice cooker for me) :(",neg,neg
"Thanks. Thanks a lot, Item as described, shipment well packed, fast delivery, Seller recomended. A+++++.",pos,pos
"Just what we needed. The fan was hard to find at this time of year, but it was priced fairly and arrived quickly. Nice job!",pos,pos
awesome service!. The bulb on our tv burnt out on Father's Day morning! Bad timing.....but we ordered on a sunday and received it on Wednedsay! Very happy with the FAST shipping and excellent product we recieved...good service with great instructions. Very happy with this purchace and seller and will definitely use them again!,pos,pos
"Absolute garbage--zero stars. Any sense of story is completely lost in this blood and gore fest. I understand that the director is attemping to comment on the random violence of our world. Is that something new? ""Bonnie and Clyde"" did that over 30 years ago.I also understand that we're supposed to be jarred by the post-nuclear images of London and the freaks who haunt the underground. I so wanted to scream ""Shut up!!!"" Oh, and yes, we get the part about the beautiful member of nobility who dies under such cruel circumstances. Diana did nothing to deserve this treatment.Really, I would expect more of Derek Jacobi and even Eddy Izzard.This movie became irrelevant the day before it was released.",neg,neg
"Great product !. Its every thing we remembered.Great picture, great sound. It arrived on time and the price was right .Theres nothing else to say accept buy it, you wont be dissapionted.",pos,pos
"It's cool!. Good price and fast shipping. But, the fan noise may lull you to sleep if you enjoy the white noise. I can't realy complain for the price was nice and the product does do what it was intended to do, and I do like that it has a USB connection and you don't have to plug it into a wall outlet.",pos,pos
"is it real ?????. In the picture it looks real....but now that I got it, I see it's fake like porclin,plastic,or somthin like that.......it was not what I was looking for!.......our friend has two real rock bowls, one quartz & one rock..he said he got his from amazon...so looks like i gotta buy another one & probably more expensive...lolz...:(dissapointed because it didnt describe material made of....thought it was real...& shipping wasn't the best....we ended up ordering 3 things from amazon at the same time.. all within USA....2 came within week,the rock bowl came in two...so semi slow shipping...",neg,neg
"Too small and stained. I ordered this for my average sized 8 year old. I purchased the medium (size 8-10) and it is way too small. It's too short, tight around the shoulders, the boot covers don't cover her foot and the mask won't go around her head (not even close and again she's 50%ile in both height & weight for her age). This size would be better for a 5 year old! And if that isn't bad enough, the cape has a dark (non-removable) stain on it! I'm hoping I can return it w/o paying for shipping considering this item is damaged.",neg,neg
Great item. A must buy.. Wonderful product that was easy to install.. Item arrived quickly. Necessary if you have the apprpropriate TIVO and not wanting phone line cords everywhere.,pos,pos
"good chairs. Although the delivery was delayed for two months, when the chairs finally arrived they were as expected, or a little better. They are light but sturdy, don't wobble when sat in, and go together easily. There are six bolts for each chair (3 on each side), and only a flat screwdriver is really needed for assembly. I put both chairs together in half an hour or so. Some of the wood is joined, (i.e. scraps joined together in tongue and groove) but they're still attractive. The packaging seemed sturdy and robust enough to protect the chairs in shipping. Mine came with no damage and no missing parts. I'm satisfied with my purchase. If you are tired of heavy pressure treated lawn furniture that looks like it came by oxcart from the black forest, and you want something lighter and somewhat more attractive, perhaps for a patio or a porch, then you might want to try these instead.",pos,neg
"Highway to heaven. Michael Landon at his best.Arrived on time, excellent quality.Would recommend this to anyone.Too bad the remaining series is not available.",pos,pos
"KLH 123 osb 170 watt 3 way Floorstanding Speakers.. Beautiful sound, great power. I am very pleased with these speakers. Be sure to verify with Amazon.com the shipping method and details regarding shipping. My speakers we left at my address in a severely damaged box that was taped together. The speakers did have some scratches on them, though they worked beautifully. Amazon worked with me on a refund/ discount or they were willing to replace.",pos,neg
"Doesn't wave or crimp. It took forever for this to warm up and when it did, it didn't crimp at all. I may give it another try...my daughter was so excited to get this but disappointed that it didn't make her hair wavy.I'll most likely be returning it if they let me. The packaging is the plastic kind you actually have to take scissors and cut into. No salvaging the packaging on this one!",neg,neg
"Great ball and great customer service. This ball is very high quality. The walls of the ball feel a lot thicker than other stability balls I've seen. I use mine as an alternative to a desk chair at work. I'm 5'3"" and it seems to be the proper height for me.Be sure to purchase a good air pump. This ball didn't come with an air pump, but usually the pumps that come with these types of balls aren't very good anyway.I had a small slice in the first ball they sent me, that looked like it could have been with a box cutter in their warehouse. There was no air leaking but I was still concerned. I sent the company an email and I was responded to very quickly. The representative told me to throw out the damaged ball and she was sending me a new one that day. Perfect hassle free customer service experience. I couldn't have asked for anything more. Great company. Great ball.",pos,neg
eh. I became enthralled by Issac Asimov through a collection of his short stories. In just a few pages he presented and explored a brain-boggling idea. But in this longer work and two others in the Foundation series (Foundation and Empire and Prelude to Foundation) I admit considerable disappointment. There are some good ideas but they're lost in a sea of shallow characters and needless ramblings. I won't give up on the author because when he hits he really hits. But I'm through with the Foundation series,neg,neg
"Didn't ever get it. I am sure it would have been great but I never got the dvd, maybe it got lost in the mail or something. Didn't get a chance to chase it down.",neg,neg
Very satisfied. The item arrived on time and in brand new condition. I am very satisfied with my transaction with this seller.,pos,pos
"It doesn't Work. This kit does not work. The resin does not penetrate into cracks or nicks. The resin will come out of the sides and get all over the windshield. It seeps under the adhesive but doesn't go into the crack. There is insufficient resin- and it all winds up everywhere but inside of repair. I followed the instructions to the letter- this kit does not work. You can't get a seal over the repair with the tools provided and the resin does not penetrate into the damaged area, it all comes out the sides because there is no seal. In order for this to work, you would need to have a good seal over the ding or crack, and the materials in this kit do not provide that. You'd probably need to be able to open the crack as well- nothing in the kit allows you to do that. Don't buy this kit, I tried it twice, I followed the instructions, and have a pretty good understanding as to exactly why this product does not work.",neg,neg
Nice Bin. It's a nice bin. It fits all of our 46lbs of dog food. The reason I gave it 4 out of 5 stars is because I'm not so sure how air tight it is. My husband says the lid is too flimsy. I don't reacommend getting it at Amazon. You might have to pay a little more at petco or petsmart (can't remember each place carrier this item)...it was the same price but shipping and handle made it more. Amazon clearly sent me a damage bin because the box was not damage but the lid on my bin was cracked and the lid won't line up with the bin. I called Bergan and they fixed me up with replacements I needed. I'm not buying anything from Amazon anymore unless I can't find something I really need any where else. Every CD I have bought from Amazon the cases are cracked or so damaged it won't stay closed and again the boxes are not damaged. I have to buy cases to replace them. I rather order from Walmart.,pos,neg
"Box wave mini. The product arrived quickly. I ordered this and the box wave Stylus/ink pen. My original review was 4 stars; however, in the last weeks of ownership, I've lost at least 1 black ring from each item! The small black lines you see are actually black really thin and cheap O rings. They make for a comfortable and stylish pen and mini; however, when they fall off and you lose them, it becomes an uncomfortable and ugly Stylus and min! I lost the first one of each before I even noticed the rings move easily! After being aware that I must use caution, I lost another. I'd like them to send me quiet a few spares for each item. But as it is, I can't give this product a good review. I would not order another box wave product knowing about the temporary rings!! It's upsetting!",neg,pos
Toxicity--System of a Down Music CD. The price was right. Fast delivery. My sons like. Thanks. Colleen,pos,pos
"Amazing film, terrible DVD. I bought this wanting to replace my damaged vhs, only to discover that I was taking my vhs for granted. The opening sequence had tacky transition animations added in, and the picture quality was terrible. In the scene with gollum, the figures were barely visible. Any dark scenes were especially low quality.This movie is normally worth owning for the music alone, IF you can find a decent copy.",neg,neg
"Music With Soul. There's something haunting and envigorating about her style. Even though you can get lost in her vocals don't forget her piano playing, which is second to none. She's just a true musician.",pos,neg
"a shirt I purchased. I ordered a shirt - had it sent directly to my grandson in Barrington, ILIt arrived quickly and was exactly what I ordered - good quality.A satisfied customer",pos,pos
"I don't get it.. I've read many books but this one I didn't get. I've heard so many times that this book is a classic, yet when I read it--I just asked myself why? I must be missing something. It took me two weeks to complete the book and I couldn't wait to put it down. I can never put down a book once I begin it--even a bad book--so I was forced to read the whole thing. And when I finished I was so relived--no more burdens; no more pain. I was finnally done.There was so much detail of scenery; So many pages with words without substance. I got lost in the pages and couldn't wait to get out.",neg,neg
"Worth the Wait. Faced with 18 kitchen cabinets fitted with hardware from 1974 which had cemented into place over the last 35 years I was in desperate need of a small cutting tool. After a longer than usual wait on my Amazon purchase I made short work of cabinet knobs and found about a dozen other projects for my super new Dremel, including buffing out some small scratches on the car. I chose this version for power and speed control and am very satisfied. The accessories are everything you need to get started. I was rather unimpressed with the owner's manual, however. A more detailed section dedicated to matching accessories with the job would be very helpful. All in all great purchase, but my order came via Target and took FOREVER. So order early.",pos,neg
fun book to read. My wife asked me to purchase this and she has teally enjoyed it. book was as described and shipped quickly.,pos,pos
"New Toy Not So New. For some reason, I thought I ordered this doll from another store until I reviewed my account and found the order here. The doll's hair looked as if it had been washed and heated over and over. It was coarse and crinkly instead of smooth the way NEW doll hair is. My daughter had anticipated receiving this doll for a year, but she doesn't play with it because she can do nothing with the hair. I usually return damaged items, but we threw away the box and packing material, and I just decided to accept this as a loss.",neg,neg
"Touche e'clat. I've always been a fan. However, this missed the mark. It arrived quickly and looked like it has in the past. However, upon application it was a very very dry consistency. Perhaps it had been on the shelf for a long time, hence the lower price??? probably won't try it again.",neg,pos
"Excellent plastic, very convenient size. This plastic is very conveniently shaped for running around the house - I have previously bought plastic materials that have to be cut to size and did not find them handy as this one. Very fast shipping from seller, too.",pos,pos
"Still sending out sets with defective disks. As some may know, the initial shipments of this set went out with defective disks of Superman the Movie (wrong audio), and Superman III (film used old print and lacks special features). I just received my set today (Feb 23, 2007 - on the second attempt, actually; my initial order got lost in the mail) from Amazon (sent on Feb. 7, 2007) and it contained the defective disks.I am going to contact Warner Bros. to obtain replacement disks, but I thought people should just be warned that the defective sets are still being shipped out by Amazon.",neg,neg
"small lil ball of fun. My son (2-years-old) enjoys this ball. I was surprised, however, when I got it because I had hoped to replace a playground ball that he'd attached himself to when we went to the school park. So, when I got this delivered the next day and opened to find a small ball I was thrown off. He still loves it and the perk is it is small enough to play indoors. Wish I'd read the dimensions first! But overall I have no regrets he has since moved on from the playground ball he wanted and plays with this one just fine.",pos,pos
"very bad movie/DVD quality. I've been studying South Asia so I thought I'd watch some movies by people in the region. The movies arrived quickly but the sound quality is terrible and the DVDs themselves skip and get stuck on my computer, my parents' DVD player, and every other DVD player you put them on. The movies themselves have great storylines and music, but the DVDs are really poor quality.",neg,pos
"Review of ""Cottonwood Summer"". I ordered this book, ""Cottonwood Summer,"" upon the recommendation of my sister who claimed that it contained descriptions of growing up in a small town much like the one in which we grew up. After receiving the book and reading the first two chapters, I lost interest immediately. The author's description of life in a small town is boring, unexciting and long-winded. I have decided to read just a few chapters at a time in hopes that the story becomes more interesting ""down the road."" But at this point, I would have to say that I have never been more underwhelmed in my life.Cottonwood Summer",neg,neg
"Skip this one.... I really tried to like this movie. In fact, I have enjoyed several other modern remakes of Shakespeare's plays. This one just doesn't work. The movie setting is today's world while the diaglogue is from Shakespeare's time. The dialogue was hard to understand. This resulted in many of the double entendres being lost in the mush. I hope that the movie producers saved a lot of money. They didn't have to hire a clever scriptwriting staff.The settings for this movie were terrible. The mansions were trying to look like castles and modern houses all at the same time. Again, this didn't work.I also think Dicaprio was miscast. He seemed too inexperienced to play the role of Romeo. His lines sounded forced, and his emotions were often overacted.Skip this one, and see the 1968 version instead. Better yet, attend a live performance.",neg,neg
"Fabulous Illustartions! Love Jan Brett!. This is such a great book! My daughter checked it out from the library and after seeing it, I just had to have it! One, you can not beat Jan Brett's Illustrations. She is a master of creating beautiful art from a story and also creating a side story along the page edges. Two, who doesn't love the Twelve Days of Christmas! We also own another version of the twelve days of christmas called Christmas Song of the North by Marsha Bonicatto. It's a great story with lovely water color illustrations by another artist. This used copy was in fairly good condtion. Only the jacket had some minor tears and dirt. the book itself was undamaged. Great book, totally recommend adding it to your Christmas reading collection!",pos,neg
Review. The book arrived on time and was in the shape I excepted. The price was reasonable and will continue to purchase text books through Amazon.,pos,pos
"Nice product!! Fast shipping.. It is a great product the shippers had very fast shipping and the sound is great it has just enough bass and it works great with my walkmen, Computer, and tv!!! I got a mini adaptor and it works great with my tv- dordiscott",pos,pos
"Green. Great little ""chia"" like gift for a cat lover! Got to see it grow, super fast. Good product and great price!!Even cheaper now then when i bought mine!",pos,pos
Just as stated. Quick ship and great value. Quality tape. Cheaper than I can get it around here. Def buying from here again,pos,pos
Stupid Non-Giggles. My daughter's daycare group thought this was stupid...couldn't understand the humor & the guys were dumb acting not funny. No way that an eight year old would want to watch it. Ages 1-6 watched it & lost interest very quickly. I took it back & would be embarrased to sell it or give it away.,neg,neg
"... poser?. please, just do yourself a favor and buy a Michael Jackson album, ANY Michael Jackson album. that is who Timberlake is trying to be so why go with the poser when you can just get the real thing? Justin Timberlake is like a cheap Xerox copy of Michael Jackson. yea he looks/sounds kinda like him (more like an impersonator), but in black & white with most of the quality being lost in the photocopying process.",neg,neg
"Finally a CD with real music!!!!. Its about time Usher released another cd. This cd is great, but is missing a couple of tracks that were suppose to be on the original version of this album. Unfortunately since they got on to [a downloaded site], he delayed the cd and took those tracks off. If those tracks were still on, i'd give it 5 stars. But if you want a good R&B/Hip-hop album, that isn't like all the other so-called R&B today, then get this cd. ....",pos,neg
Very happy!. I ordered this great package. It arrived in 2 days faster than J&R. Great value and super fast shipping. Thank you,pos,pos
